num,FSDB,moTagL,moTagR,tState,brand,moPITTag,season,moDay,moMn,moYear,moAge,arrivalDate,sex,pupBM,day,month,year,event
1,,W36-TH,W37,-+,,,1984,,,,,04/03/1984,,,,,1983,8
2,F01110,W112,W111,++,,,1984,,,1979,4,,F,3.5,24,12,1983,3
2,F01110,W112,W111,++,,,1985,,,1979,5,19/12/1984,,,,,1984,5
2,F01110,W112,W111,++,,,1986,,,1979,6,,F,,,,1985,2
2,F01110,W112,W111,++,,,1987,,,1979,7,,M,5.1,5,12,1986,2
2,F01110,W112,W111,++,,,1988,,,1979,8,,M,5.8,16,12,1987,2
2,F01110,W112,W111,++,,,1989,,,1979,9,02/12/1988,F,4.55,3,12,1988,2
2,F01110,W112,W111,++,,,1990,,,1979,10,02/12/1989,F,5.1,4,12,1989,2
2,F01110,W112-TH,W111,-+,,,1992,,,1979,12,15/12/1991,M,5.3,16,12,1991,2
3,,TH-W114,TH-W113,++,,,1984,,,1972,11,,M,,14,12,1983,2
3,,TH-W114,TH-W113-TH,+-,,,1985,,,1972,12,18/12/1984,M,4.6,20,12,1984,2
4,,TH-W117,W116,++,,,1984,,,1978,,,M,,14,12,1983,4
5,F00214,TH-W119,TH-W118,++,,,1984,,,1978,5,,,,,,1983,5
5,F00214,TH-W119-TH-W327,TH-W118,u+,,,1985,,,1978,6,15/12/1984,M,5.2,17,12,1984,2
5,F00214,TH-W119-TH-W327,TH-W118,u+,,,1986,,,1978,7,,M,5.9,11,12,1985,2
5,F00214,TH-W119-TH-W327,TH-W118,u+,,,1987,,,1978,8,,M,4.5,7,12,1986,4
5,F00214,TH-W119-TH-W327,TH-W118,u+,,,1988,,,1978,9,,F,5.35,12,12,1987,2
5,F00214,TH-W119-TH-W327-TH-W1105,TH-W118,u+,I0V,,1989,,,1978,10,06/12/1988,F,5.9,8,12,1988,2
5,F00214,TH-W119-TH-W327-TH-W1105,TH-W118,u+,I0V,,1990,,,1978,11,02/12/1989,F,5,5,12,1989,2
5,F00214,TH-W119-TH-W327-TH-W1105,TH-W118,u+,I0V,,1991,,,1978,12,30/12/1990,F,4.2,31,12,1990,3
5,F00214,TH-W119-TH-W327-TH-W1105-TH,W118-TH,u-,I0V,,1995,,,1978,16,28/11/1994,,,,,1994,5
6,,TH-W121,TH-W120,++,,,1984,,,1972,11,,M,,26,12,1983,2
7,,TH-W123,W122,++,,,1984,,,1980,3,,,,,,1983,5
8,,TH-W125,W124,++,,,1984,,,1980,3,,,,,,1983,5
9,,TH-W127,W126,++,,,1984,,,1980,3,,M,,20,12,1983,2
10,,TH-W129,W128,++,,,1984,,,1980,3,,F,,27,12,1983,2
11,,TH-W131,TH-W130,++,,,1984,,,1979,4,,F,,18,12,1983,2
11,,TH-W131,TH-W130,++,,,1985,,,1979,5,12/12/1984,,,,,1984,5
11,,TH-W131,TH-W130-TH,+-,,,1986,,,1979,6,,F,5,20,12,1985,2
11,,TH-W131,TH-W130-TH,+-,,,1987,,,1979,7,,F,5.4,18,12,1986,2
11,,TH-W131,TH-W130-TH,+-,,,1988,,,1979,8,,,,,,1987,5
11,,TH-W131,TH-W130-TH-W1106,#NAME?,IoL,,1989,,,1979,9,09/12/1988,M,5.5,11,12,1988,2
11,,TH-W131,TH-W130-TH-W1106,#NAME?,IoL,,1990,,,1979,10,09/12/1989,M,5.8,12,12,1989,2
12,,TH-W133,TH-W132,++,,,1984,,,1972,11,,F,,8,12,1983,2
12,,TH-W133,TH-W132,++,,,1985,,,1972,12,14/12/1984,,,,,1984,5
12,,TH-W133-TH,TH-W132,-+,,,1986,,,1972,13,,M,6.15,1,12,1985,2
12,,TH-W133-TH,TH-W132,-+,,,1987,,,1972,14,,,,,,1986,5
12,,TH-W133-TH,TH-W132,-+,,,1988,,,1972,15,,M,6.1,4,12,1987,2
12,,TH-W133-TH,TH-W132,-+,,,1989,,,1972,16,,,,,,1988,7
12,,TH-W133-TH,TH-W132,-+,,,1990,,,1972,17,,,,,,1989,7
13,,TH-W135,W134,++,,,1984,,,,,,M,,17,12,1983,2
14,,TH-W137,W136,++,,,1984,,,1980,3,,F,,27,12,1983,2
14,,TH-W137,W136,++,,,1985,,,1980,4,16/12/1984,F,,17,12,1984,2
15,,TH-W139,TH-W138,++,,,1984,,,1973,10,,,,17,12,1983,2
15,,TH-W139,TH-W138,++,,,1985,,,1973,11,13/12/1984,M,6.4,31,12,1984,4
15,,TH-W139,TH-W138,++,,,1986,,,1973,12,,,,,,1985,5
15,,TH-W139,TH-W138,++,,,1987,,,1973,13,,M,6.12,17,12,1986,4
15,,TH-W139,TH-W138,++,,,1988,,,1973,14,,M,7.55,19,12,1987,2
15,,TH-W139,TH-W138,++,XL,,1989,,,1973,15,08/12/1988,,,,,1988,5
15,,TH-W139,TH-W138,++,XL,,1990,,,1973,16,10/12/1989,,,,,1989,5
16,,W141,TH-W140,++,,,1984,,,1971,12,,,,,,1983,5
16,,W141,TH-W140,++,,,1985,,,1971,13,05/12/1984,M,6.5,6,12,1984,2
16,,W141,TH-W140-TH,+-,,,1986,,,1971,14,,F,6.2,3,12,1985,2
16,,W141,TH-W140-TH,+-,,,1987,,,1971,15,,M,6.4,4,12,1986,2
17,,TH-W144,TH-W143,++,,,1984,,,1972,11,,F,,25,11,1983,2
18,,W146,TH-W145,++,,,1984,,,1971,12,,F,,5,12,1983,2
18,,W146,TH-W145,++,,,1985,,,1971,13,29/11/1984,,,,,1984,5
18,,W146,TH-W145-TH,+-,,,1986,,,1971,14,,M,5.6,14,12,1985,2
19,,TH-W149,W148,++,,,1984,,,,,,M,,,,1983,2
20,,TH-W151,W150,++,,,1984,,,,,,,,,,1983,5
21,,TH-W153,TH-W152,++,,,1984,,,1972,11,,F,,29,11,1983,2
21,,TH-W153-TH,TH-W152,++,,,1985,,,1972,12,28/11/1984,F,4.6,29,11,1984,4
22,,W156,W155,++,,,1984,,,,,,M,6.6,21,12,1983,2
22,,W156,W155,++,,,1985,,,,,09/12/1984,M,5.5,10,12,1984,4
23,F00048,TH-W158,TH-W157,++,,,1984,,,1978,5,,M,,2,12,1983,2
23,F00048,TH-W158,TH-W157,++,,,1985,,,1978,6,14/12/1984,M,5.8,25,12,1984,2
23,F00048,TH-W158,TH-W157,++,,,1986,,,1978,7,,F,4.3,27,11,1985,2
23,F00048,TH-W158,TH-W157-TH,+-,,,1987,,,1978,8,,F,5.3,25,11,1986,2
23,F00048,TH-W158,TH-W157-TH,+-,,,1988,,,1978,9,,M,6.95,30,11,1987,4
23,F00048,TH-W158,TH-W157-TH,+-,XZ,,1989,,,1978,10,25/11/1988,M,5.9,27,11,1988,2
23,F00048,TH-W158,TH-W157-TH,+-,XZ,,1990,,,1978,11,21/11/1989,F,4.6,23,11,1989,2
23,F00048,TH-W158,TH-W157-TH,+-,XZ,,1991,,,1978,12,26/11/1990,F,4.7,28,11,1990,2
24,,TH-W161,W160,++,,,1984,,,,,,,,,,1983,5
25,,TH-W164,W163,++,,,1984,,,,,,,,,,1983,5
26,,TH-W166,TH-W165,++,,,1984,,,1978,5,,M,,5,12,1983,2
27,,TH-W168,TH-W167,++,,,1984,,,1972,11,,F,,5,12,1983,2
27,,TH-W168,TH-W167-TH,+-,,,1985,,,1972,12,19/12/1984,F,5.7,20,12,1984,2
28,,TH-W172,TH-W171,++,,,1984,,,1979,4,,M,,10,12,1983,2
28,,TH-W172,TH-W171,++,,,1985,,,1979,5,16/12/1984,,,,,1984,5
28,,TH-W172,TH-W171-TH,+-,,,1986,,,1979,6,,M,6.3,7,12,1985,2
29,,W174,TH-W173,++,,,1984,,,,,,F,,,,1983,2
30,,W176,W175,++,,,1984,,,,,,,,,,1983,5
30,,W176,W175,++,,,1985,,,,,03/02/1985,,,,,1984,5
31,,TH-W178,W177,++,,,1984,,,,,,,,,,1983,5
32,,TH-W180,W179,++,,,1984,,,1980,3,,M,,17,12,1983,2
33,F00152,TH-WHITE,TH-WHITE,++,,,1984,,,1978,5,,M,,17,12,1983,2
33,F00152,TH-WHITE,TH-WHITE,++,,,1985,,,1978,6,25/12/1984,M,5.1,25,12,1984,2
33,F00152,TH-WHITE,TH-WHITE,++,,,1986,,,1978,7,,M,6.3,20,12,1985,2
33,F00152,TH-WHITE,TH-WHITE,++,,,1987,,,1978,8,,F,5.1,17,12,1986,2
33,F00152,TH-WHITE,TH-WHITE,++,,,1988,,,1978,9,,F,5.65,18,12,1987,2
33,F00152,TH-WHITE,TH-WHITE,++,,,1991,,,1978,12,12/12/1990,F,4.6,13,12,1990,2
33,F00152,TH-WHITE,TH-WHITE,++,,,1992,,,1978,13,,,,10,12,1991,4
33,F00152,TH-WHITE,TH-WHITE,++,,,1993,,,1978,14,16/12/1992,M,5.2,17,12,1992,2
33,F00152,TH-WHITE,TH-WHITE,++,,,1994,,,1978,15,10/12/1993,F,5,11,12,1993,3
33,F00152,TH-WHITE,TH-WHITE,++,,,1995,,,1978,16,25/12/1994,M,4.9,25,12,1994,2
34,F00060,W501,W502,++,,,1985,,,1980,4,23/01/1985,,,,,1984,5
34,F00060,W501,W502,++,,,1986,,,1980,5,,F,5.45,1,12,1985,2
34,F00060,W501,W502,++,,,1987,,,1980,6,,,,,,1986,5
34,F00060,W501,W502,++,,,1988,,,1980,7,,M,6,30,11,1987,2
34,F00060,W501,W502,++,VoI,,1989,,,1980,8,28/11/1988,F,5.6,30,11,1988,2
34,F00060,W501,W502,++,VoI,,1990,,,1980,9,25/11/1989,M,6.6,27,11,1989,2
34,F00060,W501,W502,++,VoI,,1991,,,1980,10,01/12/1990,M,6,2,12,1990,3
34,F00060,W501,W502,++,VoI,,1992,,,1980,11,25/11/1991,M,5.8,29,11,1991,2
35,,W503,W504,++,,,1985,,,1979,5,,M,5.2,16,12,1984,2
35,,W503,W504,++,,,1986,,,1979,6,,F,4.65,7,12,1985,4
35,,W503,W504,++,,,1987,,,1979,7,,,,,,1986,5
35,,W503,W504,++,,,1988,,,1979,8,,F,5.25,12,12,1987,4
35,,W503,W504-TH,+-,,,1989,,,1979,9,05/12/1988,M,5.9,7,12,1988,2
35,,W503,W504-TH,+-,,,1990,,,1979,10,30/11/1989,M,5.3,1,12,1989,2
36,,W505,W506,++,,,1985,,,,,,M,,11,12,1984,2
36,,W505,W506,++,,,1986,,,,,,,,,,1985,5
37,F01121,W507,W508,++,,,1985,,,1980,4,,,,,,1984,5
37,F01121,W507,W508,++,,,1986,,,1980,5,,,,,,1985,5
37,F01121,W507,W508-TH,+-,,,1987,,,1980,6,,M,5,1,12,1986,5
37,F01121,W507,W508-TH,+-,,,1988,,,1980,7,,F,5,7,12,1987,5
37,F01121,W507,W508-TH,+-,,,1989,,,1980,8,07/12/1988,M,6.5,10,12,1988,5
37,F01121,W507,W508-TH-W1110,+-,,,1990,,,1980,9,28/11/1989,M,4.7,1,12,1989,5
37,F01121,W507,W508-TH-W1110,+-,,,1991,,,1980,10,21/11/1990,,,,,1990,5
37,F01121,W507,W508-TH-W1110,+-,,,1992,,,1980,11,05/12/1991,M,6.8,7,12,1991,5
37,F01121,W507,W508-TH-W1110,+-,,,1993,,,1980,12,30/11/1992,M,5.1,1,12,1992,5
37,F01121,W507,W508-TH-W1110-TH,+-,,,1994,,,1980,13,28/11/1993,F,,30,11,1993,3
37,F01121,W507,W508-TH-W1110-TH,+-,,,1995,,,1980,14,26/11/1994,,,,,1994,5
38,,W509,W510,++,,,1985,,,,,,F,4.4,21,12,1984,2
38,,W509,W510,++,,,1987,,,,,,,,,,1986,5
39,,W511,W512,++,,,1985,,,1978,6,,M,4.7,11,12,1984,2
39,,W511,W512,++,,,1986,,,1978,7,,,,,,1985,5
39,,W511,W512,++,,,1987,,,1978,8,,M,6.4,16,12,1986,2
39,,W511,W512,++,,,1988,,,1978,9,,F,6.45,14,12,1987,4
39,,W511,W512,++,,,1989,,,1978,10,10/12/1988,F,5.25,12,12,1988,2
39,,W511,W512,++,,,1990,,,1978,11,10/12/1989,M,5.8,14,12,1989,2
40,,W513,W514,++,,,1985,,,,,,F,4.9,19,12,1984,2
40,,W513,W514,++,,,1986,,,,,,,,,,1985,5
40,,W513,W514,++,,,1987,,,,,,M,4.6,5,12,1986,2
41,,W515,W516,++,,,1985,,,,,,M,4.8,18,12,1984,2
41,,W515,W516,++,,,1986,,,,,,M,5.8,14,12,1985,2
42,,W517,W518,++,,,1985,,,1979,5,,M,5.7,3,12,1984,2
42,,W517,W518,++,,,1986,,,1979,6,,M,5.05,7,12,1985,2
42,,W517,W518,++,,,1987,,,1979,7,,,,,,1986,5
42,,W517,W518,++,,,1989,,,1979,9,09/12/1988,,,,,1988,5
42,,W517,W518,++,,,1990,,,1979,10,,,,,,1989,7
42,,W517,W518,++,,,1991,,,1979,11,03/01/1991,,,,,1990,5
43,,W519,W520,++,,,1985,,,,,,M,5.8,23,12,1984,2
43,,W519,W520,++,,,1986,,,,,,F,,12,12,1985,2
43,,W519-TH,W520,-+,,,1987,,,,,,F,5.5,8,12,1986,2
44,,W521,W521,++,,,1985,,,,,,M,,11,12,1984,2
45,,W523,W524,++,,,1985,,,1971,13,,F,4.7,9,12,1984,2
46,,W525,W526,++,,,1985,,,,,,M,,14,12,1984,2
47,,W527,W528,++,,,1985,,,,,,M,,5,12,1984,2
47,,W527,W528,++,,,1986,,,,,,M,5.45,28,11,1985,4
47,,W527,W528,++,,,1987,,,,,,M,6.2,1,12,1986,2
47,,W527,W528,++,,,1988,,,,,,F,5.4,30,11,1987,2
48,,W529,W530,++,,,1985,,,,,,F,,,,1984,2
48,,W529,W530,++,,,1986,,,,,,F,5.8,2,12,1985,2
48,,W529,W530,++,,,1987,,,,,,M,6.6,30,11,1986,2
48,,W529,W530,++,,,1988,,,,,,,,,,1987,5
49,,W531,W532,++,,,1985,,,,,,M,5.9,6,12,1984,2
50,,W533,W534,++,,,1985,,,,,,M,,25,11,1984,2
50,,W533,W534,++,,,1986,,,,,,F,5.4,27,11,1985,2
51,,W535,W536,++,,,1985,,,,,,F,4.5,9,12,1984,2
51,,W535,W536,++,,,1986,,,,,,F,5.4,11,12,1985,4
51,,W535,W536,++,,,1987,,,,,,,,,,1986,5
51,,W535,W536,++,,,1988,,,,,,F,5,10,12,1987,4
52,,W537,W538,++,,,1985,,,1971,13,,M,,5,12,1984,2
52,,W537,W538,++,,,1986,,,1971,14,,M,4.8,9,12,1985,2
52,,W537,W538,++,,,1987,,,1971,15,,F,4.5,7,12,1986,4
52,,W537,W538,++,,,1988,,,1971,16,,F,5.4,10,12,1987,3
52,,W537,W538,++,,,1989,,,1971,17,05/12/1988,F,4.65,7,12,1988,4
52,,W537,W538,++,,,1990,,,1971,18,13/12/1989,,,,,1989,5
52,,W537,W538,++,,,1991,,,1971,19,10/01/1991,,,,,1990,5
53,,W539,W540,++,,,1985,,,,,,F,4.3,3,12,1984,2
53,,W539,W540,++,,,1986,,,,,,M,5,2,12,1985,2
53,,W539,W540,++,,,1987,,,,,,F,4.8,5,12,1986,4
54,,W541,W542,++,,,1985,,,,,,M,,14,12,1984,2
54,,W541,W542,++,,,1986,,,,,,,,,,1985,5
54,,W541,W542,++,,,1987,,,,,,,,,,1986,5
55,,W543,W544,++,,,1985,,,,,,M,5.3,9,12,1984,2
55,,W543,W544,++,,,1986,,,,,,M,5.2,29,11,1985,2
55,,W543,W544,++,,,1987,,,,,,,,,,1986,5
55,,W543,W544,++,,,1988,,,,,,,,,,1987,5
56,,W545,W546,++,,,1985,,,,,,M,4.8,6,12,1984,2
57,,W547,W548,++,,,1985,,,,,,F,4.9,23,12,1984,2
57,,W547,W548,++,,,1986,,,,,,F,5.4,11,12,1985,2
57,,W547,W548,++,,,1988,,,,,,,,,,1987,5
58,,W549,W550,++,,,1985,,,,,,M,5.3,11,12,1984,2
58,,W549,W550,++,,,1986,,,,,,F,,13,12,1985,2
58,,W549-TH,W550,-+,,,1987,,,,,,M,5.5,9,12,1986,2
58,,W549-TH,W550,-+,,,1988,,,,,,,,,,1987,5
59,,W551,W552,++,,,1985,,,,,,M,,11,12,1984,2
59,,W551,W552,++,,,1986,,,,,,,,,,1985,5
60,,W553,W554,++,,,1985,,,1971,13,,F,4.9,9,12,1984,2
60,,W553,W554,++,,,1986,,,1971,14,,,,,,1985,5
61,,W555,W556,++,,,1985,,,,,,M,,22,12,1984,2
62,,W557,W558,++,,,1985,,,,,,,,,,1984,5
63,,W559,W560,++,,,1985,,,,,,F,4.6,17,12,1984,2
63,,W559,W560,++,,,1987,,,,,,,,,,1986,5
64,,W561,W562,++,,,1985,,,,,,M,6,3,12,1984,2
64,,W561,W562,++,,,1986,,,,,,M,5.05,30,11,1985,2
64,,W561,W562,++,,,1987,,,,,,M,5,2,12,1986,4
65,,W563,W564,++,,,1985,,,,,,,,,,1984,5
65,,W563,W564,++,,,1987,,,,,,F,4.5,2,12,1986,2
65,,W563,W564,++,,,1988,,,,,,M,6.8,10,12,1987,2
66,F02584,W565,W566,++,,,1985,,,1981,3,,F,,5,12,1984,2
66,F02584,W565,W566,++,,,1986,,,1981,4,,M,6.6,28,11,1985,2
66,F02584,W565-TH,W566,-+,,,1987,,,1981,5,,F,4.7,28,11,1986,2
66,F02584,W565-TH,W566,-+,,,1988,,,1981,6,,M,6.5,4,12,1987,2
66,F02584,W565-TH,W566,-+,VLL,,1989,,,1981,7,22/11/1988,F,6.15,24,11,1988,2
66,F02584,W565-TH,W566,-+,VLL,,1990,,,1981,8,21/11/1989,M,5.9,22,11,1989,4
67,,W567,W568,++,,,1985,,,,,,,,,,1984,5
67,,W567-TH,W568,-+,,,1987,,,,,,M,6,3,12,1986,5
68,,W569,W570,++,,,1985,,,,,,,,,,1984,5
68,,W569,W570,++,,,1986,,,,,,,,,,1985,5
68,,W569,W570,++,,,1987,,,,,,,,,,1986,5
68,,W569,W570,++,,,1988,,,,,,,,,,1987,5
68,,W569,W570,++,,,1988,,,,,,,,,,1987,7
69,,W571,W572,++,,,1985,,,,,,M,5.5,14,12,1984,2
69,,W571,W572,++,,,1986,,,,,,,,,,1985,5
70,,W573,W574,++,,,1985,,,,,,M,,5,12,1984,2
70,,W573,W574,++,,,1986,,,,,,F,4.8,26,11,1985,2
70,,W573,W574,++,,,1987,,,,,,M,6,29,11,1986,2
70,,W573,W574,++,,,1988,,,,,,F,4.55,7,12,1987,4
70,,W573,W574,++,,,1989,,,,,,,,,,1988,7
70,,W573,W574,++,,,1990,,,,,,,,,,1989,7
71,,W575,W576,++,,,1985,,,,,,M,,14,12,1984,2
71,,W575,W576,++,,,1986,,,,,,F,5.9,7,12,1985,4
71,,W575,W576,++,,,1987,,,,,,,,,,1986,5
72,,W577,W578,++,,,1985,,,,,,F,5,8,12,1984,2
72,,W577,W578,++,,,1987,,,,,,,,,,1986,5
73,,W579,W580,++,,,1985,,,,,,M,5.6,12,12,1984,2
73,,W579,W580,++,,,1986,,,,,,F,3.45,3,12,1985,4
73,,W579,W580,++,,,1987,,,,,,M,5.5,6,12,1986,2
73,,W579,W580,++,,,1988,,,,,,F,5.15,5,12,1987,4
74,F01290,W581,W582,++,,,1985,,,1976,8,,M,,5,12,1984,2
74,F01290,W581,W582,++,,,1986,,,1976,9,,F,4.7,2,12,1985,2
74,F01290,W581,W582,++,,,1987,,,1976,10,,M,5.4,4,12,1986,4
74,F01290,W581,W582,++,,,1988,,,1976,11,,,,,,1987,5
74,F01290,W581,W582,++,,,1989,,,1976,12,03/12/1988,M,4.25,4,12,1988,2
74,F01290,W581,W582,++,,,1990,,,1976,13,21/11/1989,,,,,1989,5
74,F01290,W581,W582,++,,,1991,,,1976,14,29/11/1990,,,,,1990,5
74,F01290,W581-TH,W582,-+,,,1992,,,1976,15,03/12/1991,M,5,4,12,1991,4
75,,W583,W584,++,,,1985,,,,,,,,,,1984,5
75,,W583-TH,W584,-+,,,1989,,,,,11/12/1988,,,,,1988,5
75,,W583-TH,W584,-+,,,1990,,,,,,,,,,1989,8
76,,W585,W586,++,,,1985,,,,,,M,,5,12,1984,2
76,,W585,W586,++,,,1986,,,,,,M,5.05,2,12,1985,2
77,,W587,W588,++,,,1985,,,,,,F,,11,12,1984,2
78,,W589,W590,++,,,1985,,,,,,,,,,1984,5
78,,W589,W590,++,,,1986,,,,,,M,6.3,3,12,1985,2
78,,W589,W590,++,,,1987,,,,,,,,,,1986,5
78,,W589,W590,++,,,1988,,,,,,,,,,1987,5
78,,W589,W590,++,,,1989,,,,,,,,,,1988,7
78,,W589,W590,++,,,1990,,,,,,,,,,1989,7
79,,W591,W592,++,,,1985,,,1974,10,,,,,,1984,5
79,,W591,W592,++,,,1986,,,1974,11,,,,,,1985,5
79,,W591-TH,W592,-+,,,1987,,,1974,12,,M,5.45,2,12,1986,2
79,,W591-TH,W592,-+,,,1988,,,1974,13,,,,,,1987,5
79,,W591-TH,W592,-+,,,1989,,,1974,14,02/12/1988,F,5.75,4,12,1988,2
79,,W591-TH,W592,-+,,,1990,,,1974,15,27/11/1989,,,,,1989,5
80,,W593,W594,++,,,1985,,,,,,F,4.1,20,12,1984,2
80,,W593,W594,++,,,1987,,,,,,,,,,1986,5
81,,W595,W596,++,,,1985,,,1977,7,,,,,,1984,5
81,,W595,W596,++,,,1986,,,1977,8,,,,,,1985,5
81,,W595,W596,++,,,1987,,,1977,9,,,,,,1986,5
81,,W595,W596,++,,,1988,,,1977,10,,M,5.95,11,12,1987,4
81,,W595-TH,W596,-+,,,1989,,,1977,11,09/12/1988,,,,,1988,5
81,,W595-TH-W1112,W596,-+,,,1990,,,1977,12,02/12/1989,F,5.8,3,12,1989,3
82,F00090,W597,W598,++,,,1985,,,1981,3,,M,5.5,19,12,1984,2
82,F00090,W597,W598,++,,,1986,,,1981,4,,,,,,1985,5
82,F00090,W597-TH-W1088,W598,-+,,,1987,,,1981,5,,F,5,3,12,1986,2
82,F00090,W597-TH-W1088,W598,-+,,,1988,,,1981,6,,F,,6,12,1987,2
82,F00090,W597-TH-W1088,W598,-+,88,,1989,,,1981,7,06/12/1988,M,7.75,7,12,1988,2
82,F00090,W597-TH-W1088,W598,-+,88,,1990,,,1981,8,26/11/1989,F,6.1,28,11,1989,2
82,F00090,W597-TH-W1088,W598,-+,88,,1991,,,1981,9,02/12/1990,F,5.2,4,12,1990,3
83,,W599,W600,++,,,1985,,,,,,,,,,1984,5
83,,W599,W600,++,,,1986,,,,,,,,,,1985,5
83,,W599,W600,++,,,1987,,,,,,,,,,1986,5
83,,W599,W600,++,,,1988,,,,,,,,,,1987,5
84,,W601,W602,++,,,1985,,,,,,M,4.6,8,12,1984,2
84,,W601,W602,++,,,1986,,,,,,M,4.7,27,11,1985,2
84,,W601,W602,++,,,1987,,,,,,,,,,1986,5
84,,W601,W602,++,,,1988,,,,,,F,,24,12,1987,2
84,,W601-TH,W602,-+,,,1989,,,,,29/11/1988,M,6.4,2,12,1988,4
85,,W603,W604,++,,,1985,,,,,,M,5.2,10,12,1984,2
85,,W603,W604,++,,,1986,,,,,,,,,,1985,5
85,,W603,W604,++,,,1990,,,,,,,,,,1989,7
86,,W605,W606,++,,,1985,,,1976,8,,M,,8,12,1984,2
86,,W605,W606,++,,,1986,,,1976,9,,M,5.2,28,11,1985,2
86,,W605,W606,++,,,1987,,,1976,10,,M,4.65,2,12,1986,4
86,,W605,W606-TH,+-,,,1988,,,1976,11,,M,5.1,3,12,1987,2
86,,W605,W606-TH,+-,LoV,,1989,,,1976,12,27/11/1988,F,5.2,28,11,1988,2
86,,W605,W606-TH,+-,LoV,,1990,,,1976,13,,,,,,1989,8
87,,W607,W608,++,,,1985,,,,,,M,,14,12,1984,2
87,,W607,W608,++,,,1986,,,,,,M,4.7,14,12,1985,4
88,,W609,W610,++,,,1985,,,,,,M,5.4,9,12,1984,2
88,,W609,W610,++,,,1986,,,,,,M,5.55,7,12,1985,2
88,,W609,W610,++,,,1988,,,,,,,,,,1987,5
89,,W611,W612,++,,,1985,,,,,,F,,11,12,1984,2
89,,W611,W612,++,,,1986,,,,,,F,4.65,6,12,1985,2
89,,W611,W612,++,,,1987,,,,,,,,,,1986,5
89,,W611,W612,++,,,1988,,,,,,,,,,1987,5
89,,W611,W612,++,,,1989,,,,,,,,,,1988,7
89,,W611,W612,++,,,1990,,,,,,,,,,1989,7
90,,W613,W614,++,,,1985,,,,,,,,,,1984,5
90,,W613,W614,++,,,1986,,,,,,M,5.9,29,11,1985,2
90,,W613,W614,++,,,1987,,,,,,,,,,1986,5
90,,W613,W614,++,,,1988,,,,,,,,,,1987,5
91,,W615,W616,++,,,1985,,,,,,M,5.2,8,12,1984,2
91,,W615,W616,++,,,1986,,,,,,,,,,1985,5
92,,W617,W618,++,,,1985,,,,,,,,,,1984,5
92,,W617,W618,++,,,1986,,,,,,,,,,1985,5
92,,W617,W618,++,,,1987,,,,,,,,,,1986,5
92,,W617,W618,++,,,1989,,,,,,,,,,1988,7
92,,W617,W618,++,,,1990,,,,,,,,,,1989,7
93,,W619,W620,++,,,1985,,,,,,F,4.4,15,12,1984,2
93,,W619,W620,++,,,1986,,,,,,M,4.65,1,12,1985,2
93,,W619,W620,++,,,1987,,,,,,M,4.8,6,12,1986,2
94,,W621,W622,++,,,1985,,,1980,4,,F,,,,1984,2
94,,W621,W622,++,,,1986,,,1980,5,,F,5.2,29,11,1985,2
94,,W621,W622,++,,,1987,,,1980,6,,,,,,1986,5
94,,W621,W622,++,,,1988,,,1980,7,,M,6.4,6,12,1987,2
94,,W621,W622-TH,+-,LZI,,1989,,,1980,8,01/12/1988,M,6.05,4,12,1988,2
94,,W621,W622-TH,+-,LZI,,1990,,,1980,9,10/12/1989,F,5.5,12,12,1989,4
95,,W623,W624,++,,,1985,,,,,,M,5,21,11,1984,2
95,,W623,W624,++,,,1986,,,,,,M,6.05,19,11,1985,2
95,,W623,W624,++,,,1987,,,,,,,,,,1986,5
96,,W625,W626,++,,,1985,,,,,,F,,11,12,1984,2
96,,W625,W626,++,,,1986,,,,,,F,6.4,11,12,1985,2
97,,W627,W628,++,,,1985,,,,,,M,5.9,8,12,1984,2
97,,W627,W628,++,,,1986,,,,,,F,4.4,11,12,1985,2
97,,W627,W628,++,,,1987,,,,,,M,5.2,10,12,1986,4
98,F00129,W629,W630,++,,,1985,,,1981,3,,F,,,,1984,2
98,F00129,W629,W630,++,,,1986,,,1981,4,,,,,,1985,5
98,F00129,W629,W630,++,,,1987,,,1981,5,,,,,,1986,5
98,F00129,W629,W630,++,,,1988,,,1981,6,,M,5.45,14,12,1987,3
98,F00129,W629-TH,W630,-+,,,1989,,,1981,7,06/12/1988,,,,,1988,8
98,F00129,W629-TH,W630,-+,,,1990,,,1981,8,04/12/1989,,,,,1989,5
98,F00129,W629-TH-W1213,W630,-+,,,1991,,,1981,9,09/12/1990,M,5.3,10,12,1990,2
98,F00129,W629-TH-W1213,W630,-+,,,1992,,,1981,10,05/12/1991,F,4.2,5,12,1991,2
98,F00129,W629-TH-W1213,W630,-+,,,1993,,,1981,11,07/12/1992,,,,,1992,5
98,F00129,W629-TH-W1213,W630,-+,,,1994,,,1981,12,06/12/1993,F,4.8,7,12,1993,3
98,F00129,W629-TH-W1213,W630,-+,,,1995,,,1981,13,07/12/1994,,,,,1994,5
98,F00129,W629-TH-W1213,W630,-+,,,1996,,,1981,14,05/12/1995,,,,,1995,5
98,F00129,W629-TH-W1213,W630,-+,,,1997,,,1981,15,02/12/1996,M,5.6,4,12,1996,2
98,F00129,W629-TH-W1213,W630,-+,,,1998,,,1981,16,07/12/1997,M,4.2,8,12,1997,3
98,F00129,W629-TH-W1213,W630,-+,,,1999,,,1981,17,15/12/1998,,,,,1998,5
98,F00129,W629-TH-W1213-TH-W6403,W630-TH-W6403,--,,04601CD34C,2001,,,1981,19,11/12/2000,,,,,2000,5
